JTBD,BSci Intervention,Trigger,Minimum Condition,Parameters,CTA,Measurement,Notification Header,Notification Body,GPT Header Chars,GPT Body Chars,Real Header Chars,Real Body Chars
Encourage user to open app,share the good news!,time insensitive,last week goal met,-,Perform physical activity,-,"Hi [name], let's continue the streak!",You've met your goal last week. Let's continue the streak with today's activity.,29,85,37,80
Encourage user to open app,share the good news!,time insensitive,last week goal met,-,manual log physical activity in the app,-,"Hi [name], share your achievement!",You met your goal last week. Log your activity in the app and share your achievement with others.,27,97,34,97
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,Perform physical activity,-,"Hi [name], don't be discouraged!","Yesterday was tough, but remember, you've met your goal in the last 3 days. Let's get back on track with today's activity.",27,124,32,122
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,manual log physical activity in the app,-,"Hi [name], keep going!","Even though you didn't meet your goal yesterday, you've succeeded in the last 3 days. Log your activity in the app and keep going!",19,114,22,130
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,Perform physical activity,-,"Hi [name], let's bounce back!",You've met your goal in the past 3 days. Don't let yesterday's setback stop you. Let's bounce back with today's activity.,23,116,29,121
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,manual log physical activity in the app,-,"Hi [name], stay positive!",You've achieved your goal in the last 3 days. Don't let one off day bring you down. Log your activity in the app and stay positive!,22,120,25,131
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,Perform physical activity,-,"Hi [name], let's get back on track!",You've met your goal in the last 3 days. Let's not let one day off derail us. Let's get back on track with today's activity.,29,124,35,124
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,manual log physical activity in the app,-,"Hi [name], keep up the good work!",You've met your goal in the last 3 days. Don't let yesterday's miss discourage you. Log your activity in the app and keep up the good work!,27,127,33,139
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,Perform physical activity,-,"Hi [name], let's overcome obstacles!",You've met your goal in the last 3 days. Don't let yesterday's setback stop you. Let's overcome this obstacle with today's activity.,28,125,36,132
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,manual log physical activity in the app,-,"Hi [name], stay motivated!",You've achieved your goal in the last 3 days. Don't let one off day bring you down. Log your activity in the app and stay motivated!,22,117,26,132
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,Perform physical activity,-,"Hi [name], let's keep moving!",You've met your goal in the last 3 days. Let's not let one day off slow us down. Let's keep moving with today's activity.,23,116,29,121
Help me build my motivation,don't let failures get to me,time insensitive,"goal NOT met yesterday, but met at least once in last 3 days; time = before 11 am",daily goal,manual log physical activity in the app,-,"Hi [name], keep the momentum!",You've achieved your goal in the last 3 days. Don't let yesterday's miss slow you down. Log your activity in the app and keep the momentum!,24,120,29,139
Help me build my motivation,make me more aware of immediate benefits,time insensitive,,,Perform physical activity,-,"Hello [name], let's get moving!",Did you know that just a few minutes of physical activity can boost your mood and energy? Let's get started!,30,115,31,108
Help me build my motivation,make me more aware of immediate benefits,time insensitive,,,Perform physical activity,-,"Hi [name], ready to feel great?","Physical activity has immediate benefits, like reducing stress and improving sleep. Let's get moving!",33,108,31,101
Help me build my motivation,make me more aware of immediate benefits,time insensitive,,,Perform physical activity,-,"Hey [name], time for a boost!",Physical activity can give you an immediate energy boost. Let's get active and feel the difference!,31,108,29,99
Help me build my motivation,make me more aware of immediate benefits,time insensitive,,,Perform physical activity,-,"[name], let's seize the day!",Physical activity can help you feel more alert and focused. Let's seize the day with some exercise!,30,108,28,99
Help me build my motivation,make me more aware of immediate benefits,time insensitive,,,Perform physical activity,-,"Hello [name], ready for a lift?",Physical activity can lift your mood instantly. Let's get moving and feel the uplift!,32,92,31,85
Help me build my motivation,make me more aware of immediate benefits,time insensitive,,,Manual log physical activity in the app,-,"Hi [name], let's log your activity!",Remember to log your physical activity in the app to keep track of the immediate benefits you're gaining!,34,118,35,105
Help me build my motivation,make me more aware of immediate benefits,time insensitive,,,Manual log physical activity in the app,-,"[name], time to record your progress!",Logging your physical activity helps you see the immediate benefits. Let's record your progress in the app!,38,116,37,107
